,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,310.77,42.28,418.63
EPAD,333.21,42.63,428.78
PREVENT-AD,599.6,94.17,648.12
NACC_ELISA,306.9,81.75,764.5
EMIF_ELISA,207.76,91.18,651.7
NACC_XMAP,-1.16,72.88,96.22
EMIF_XMAP,262.71,59.05,138.13
DOD-ADNI,362.28,35.95,386.82
JADNI,167.0,65.99,127.14
