,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,268.72,38.04,380.14
EPAD,356.15,43.65,446.34
PREVENT-AD,578.12,95.98,645.18
NACC_ELISA,251.17,95.9,805.65
EMIF_ELISA,137.95,90.78,520.88
NACC_XMAP,21.87,59.08,78.86
EMIF_XMAP,197.23,56.92,120.3
DOD-ADNI,300.16,34.19,368.19
JADNI,261.25,44.14,96.97
