,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,305.95,40.95,411.1
EPAD,309.03,42.15,426.81
PREVENT-AD,487.79,93.32,605.65
NACC_ELISA,326.83,78.34,703.27
EMIF_ELISA,191.17,96.54,752.96
NACC_XMAP,-1.86,80.58,100.75
EMIF_XMAP,298.15,59.19,117.28
DOD-ADNI,353.69,32.67,357.98
JADNI,206.05,65.41,125.43
