,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,357.64,39.19,391.38
EPAD,355.53,43.17,436.23
PREVENT-AD,480.21,90.76,582.73
NACC_ELISA,292.84,93.24,730.84
EMIF_ELISA,210.15,102.74,791.24
NACC_XMAP,-1.2,70.69,102.16
EMIF_XMAP,251.22,53.47,111.84
DOD-ADNI,163.15,33.45,362.12
JADNI,174.62,72.04,133.57
