,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,290.67,42.18,423.52
EPAD,345.62,42.83,433.67
PREVENT-AD,605.04,87.03,554.89
NACC_ELISA,233.1,88.97,796.55
EMIF_ELISA,225.55,108.1,887.39
NACC_XMAP,-4.72,67.98,90.18
EMIF_XMAP,216.38,55.6,128.68
DOD-ADNI,281.07,31.31,353.23
JADNI,205.16,51.13,96.11
