,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,324.53,39.97,405.4
EPAD,359.12,43.0,436.28
PREVENT-AD,652.73,81.2,509.26
NACC_ELISA,284.6,94.3,712.07
EMIF_ELISA,167.36,100.49,780.25
NACC_XMAP,-2.41,57.79,99.94
EMIF_XMAP,141.52,51.12,142.82
DOD-ADNI,408.86,29.56,325.15
JADNI,186.91,60.57,120.87
