,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,266.56,41.75,419.66
EPAD,350.59,43.48,439.87
PREVENT-AD,543.61,101.97,717.51
NACC_ELISA,264.12,91.1,692.31
EMIF_ELISA,175.62,96.39,591.86
NACC_XMAP,-0.26,75.46,103.38
EMIF_XMAP,199.86,54.28,124.56
DOD-ADNI,345.02,33.69,360.47
JADNI,189.57,67.42,138.07
