,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,290.59,38.67,394.99
EPAD,320.73,45.85,447.76
PREVENT-AD,572.36,101.88,718.32
NACC_ELISA,295.79,88.62,667.59
EMIF_ELISA,182.56,89.63,543.37
NACC_XMAP,-8.28,85.1,112.08
EMIF_XMAP,213.2,54.5,134.78
DOD-ADNI,258.31,30.04,343.31
JADNI,189.23,60.2,121.93
