,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,285.06,39.5,396.58
EPAD,353.35,43.18,431.65
PREVENT-AD,649.45,92.78,634.84
NACC_ELISA,258.82,97.03,752.99
EMIF_ELISA,191.72,89.69,644.24
NACC_XMAP,12.37,59.83,96.82
EMIF_XMAP,140.89,62.97,138.09
DOD-ADNI,294.27,28.76,330.42
JADNI,155.0,73.87,146.85
