,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,301.32,37.0,377.76
EPAD,328.64,42.8,435.18
PREVENT-AD,540.98,93.17,600.85
NACC_ELISA,284.79,68.12,651.94
EMIF_ELISA,170.11,108.34,896.65
NACC_XMAP,-3.7,60.56,105.3
EMIF_XMAP,257.26,48.56,138.39
DOD-ADNI,255.56,33.01,359.64
JADNI,201.55,67.83,135.32
