,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,272.0,136.0,13.0,0.0,23.0,179.0,4.0,390.0
EPAD,598.0,173.0,29.0,6.0,20.0,176.0,3.0,232.0
PREVENT-AD,41.0,27.0,4.0,3.0,2.0,43.0,2.0,11.0
NACC,125.0,48.0,15.0,25.0,18.0,94.0,51.0,130.0
EMIF,191.0,200.0,76.0,19.0,7.0,121.0,80.0,320.0
DOD-ADNI,38.0,31.0,0.0,1.0,1.0,28.0,0.0,14.0
JADNI,33.0,14.0,10.0,4.0,10.0,17.0,8.0,101.0
