,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,234.0,144.0,25.0,0.0,11.0,153.0,7.0,443.0
EPAD,612.0,168.0,22.0,8.0,25.0,175.0,1.0,226.0
PREVENT-AD,50.0,29.0,3.0,6.0,1.0,32.0,0.0,12.0
NACC,123.0,51.0,20.0,21.0,10.0,95.0,54.0,132.0
EMIF,225.0,166.0,72.0,33.0,14.0,137.0,47.0,320.0
DOD-ADNI,43.0,29.0,0.0,2.0,2.0,25.0,1.0,11.0
JADNI,29.0,22.0,15.0,2.0,10.0,13.0,7.0,99.0
