,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,292.0,171.0,2.0,11.0,45.0,142.0,0.0,354.0
EPAD,647.0,165.0,20.0,2.0,25.0,167.0,7.0,204.0
PREVENT-AD,52.0,26.0,5.0,1.0,0.0,36.0,2.0,11.0
NACC,99.0,55.0,16.0,32.0,14.0,94.0,50.0,146.0
EMIF,234.0,171.0,72.0,32.0,13.0,144.0,47.0,301.0
DOD-ADNI,43.0,34.0,0.0,3.0,2.0,20.0,0.0,11.0
JADNI,30.0,18.0,6.0,3.0,13.0,16.0,7.0,104.0
