,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,237.0,172.0,25.0,0.0,10.0,132.0,9.0,432.0
EPAD,605.0,200.0,15.0,8.0,19.0,146.0,5.0,239.0
PREVENT-AD,59.0,28.0,4.0,3.0,0.0,27.0,2.0,10.0
NACC,114.0,69.0,26.0,22.0,10.0,70.0,51.0,144.0
EMIF,228.0,195.0,72.0,24.0,9.0,124.0,49.0,313.0
DOD-ADNI,47.0,27.0,1.0,2.0,4.0,23.0,2.0,7.0
JADNI,27.0,19.0,11.0,1.0,8.0,13.0,10.0,108.0
