,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,245.0,166.0,27.0,0.0,9.0,140.0,7.0,423.0
EPAD,587.0,187.0,19.0,9.0,17.0,172.0,6.0,240.0
PREVENT-AD,60.0,30.0,3.0,6.0,0.0,23.0,1.0,10.0
NACC,104.0,60.0,17.0,27.0,14.0,82.0,50.0,152.0
EMIF,227.0,203.0,61.0,36.0,15.0,123.0,38.0,311.0
DOD-ADNI,35.0,24.0,1.0,1.0,4.0,36.0,2.0,10.0
JADNI,32.0,17.0,10.0,3.0,10.0,15.0,9.0,101.0
