,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,241.0,178.0,24.0,0.0,11.0,129.0,8.0,426.0
EPAD,620.0,169.0,22.0,7.0,25.0,169.0,2.0,223.0
PREVENT-AD,42.0,32.0,4.0,5.0,3.0,33.0,1.0,13.0
NACC,122.0,55.0,21.0,22.0,11.0,87.0,50.0,138.0
EMIF,247.0,183.0,89.0,22.0,7.0,129.0,86.0,251.0
DOD-ADNI,52.0,30.0,3.0,1.0,1.0,16.0,2.0,8.0
JADNI,32.0,17.0,10.0,3.0,11.0,14.0,8.0,102.0
