,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,244.0,165.0,26.0,0.0,11.0,143.0,6.0,422.0
EPAD,649.0,171.0,30.0,1.0,19.0,160.0,9.0,198.0
PREVENT-AD,63.0,22.0,3.0,5.0,0.0,29.0,1.0,10.0
NACC,98.0,54.0,22.0,19.0,10.0,98.0,61.0,144.0
EMIF,213.0,237.0,48.0,42.0,15.0,111.0,33.0,315.0
DOD-ADNI,37.0,22.0,2.0,3.0,4.0,34.0,2.0,9.0
JADNI,38.0,25.0,17.0,2.0,8.0,9.0,7.0,91.0
