,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,236.0,148.0,25.0,0.0,11.0,151.0,7.0,439.0
EPAD,604.0,180.0,21.0,10.0,24.0,167.0,2.0,229.0
PREVENT-AD,52.0,25.0,2.0,5.0,1.0,35.0,2.0,11.0
NACC,119.0,57.0,23.0,24.0,10.0,80.0,52.0,141.0
EMIF,212.0,231.0,69.0,23.0,9.0,105.0,49.0,316.0
DOD-ADNI,46.0,31.0,1.0,0.0,1.0,21.0,2.0,11.0
JADNI,29.0,18.0,4.0,11.0,21.0,11.0,4.0,99.0
