,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,132.0,11.0,0.0,22.0,192.0,7.0,371.0
EPAD,662.0,149.0,15.0,4.0,22.0,179.0,7.0,199.0
PREVENT-AD,56.0,30.0,3.0,8.0,0.0,24.0,0.0,12.0
NACC,120.0,56.0,21.0,26.0,13.0,78.0,48.0,144.0
EMIF,214.0,220.0,62.0,29.0,13.0,112.0,48.0,316.0
DOD-ADNI,45.0,30.0,1.0,2.0,2.0,21.0,2.0,10.0
JADNI,33.0,17.0,9.0,2.0,12.0,14.0,8.0,102.0
