,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,221.0,138.0,17.0,0.0,15.0,152.0,4.0,470.0
EPAD,604.0,175.0,26.0,8.0,21.0,170.0,2.0,231.0
PREVENT-AD,52.0,22.0,0.0,10.0,2.0,35.0,1.0,11.0
NACC,128.0,62.0,17.0,25.0,12.0,76.0,47.0,139.0
EMIF,226.0,164.0,55.0,44.0,20.0,150.0,48.0,307.0
DOD-ADNI,49.0,23.0,1.0,2.0,2.0,26.0,2.0,8.0
JADNI,30.0,19.0,7.0,1.0,13.0,15.0,8.0,104.0
