,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,234.0,141.0,25.0,0.0,11.0,153.0,7.0,446.0
EPAD,593.0,172.0,24.0,8.0,22.0,186.0,2.0,230.0
PREVENT-AD,54.0,29.0,4.0,6.0,1.0,27.0,0.0,12.0
NACC,110.0,51.0,20.0,24.0,11.0,95.0,52.0,143.0
EMIF,199.0,204.0,60.0,29.0,12.0,126.0,42.0,342.0
DOD-ADNI,50.0,23.0,1.0,1.0,2.0,26.0,2.0,8.0
JADNI,30.0,17.0,7.0,0.0,13.0,16.0,8.0,106.0
