,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,245.0,165.0,26.0,0.0,11.0,142.0,6.0,422.0
EPAD,648.0,164.0,16.0,3.0,29.0,164.0,6.0,207.0
PREVENT-AD,62.0,27.0,3.0,4.0,0.0,25.0,2.0,10.0
NACC,98.0,64.0,20.0,24.0,12.0,87.0,52.0,149.0
EMIF,188.0,180.0,84.0,20.0,10.0,137.0,69.0,326.0
DOD-ADNI,41.0,29.0,1.0,2.0,1.0,25.0,2.0,12.0
JADNI,33.0,16.0,11.0,2.0,10.0,15.0,9.0,101.0
