,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,278.0,149.0,2.0,7.0,41.0,164.0,0.0,376.0
EPAD,608.0,169.0,24.0,6.0,24.0,179.0,2.0,225.0
PREVENT-AD,61.0,20.0,2.0,6.0,0.0,33.0,1.0,10.0
NACC,116.0,61.0,29.0,21.0,10.0,76.0,63.0,130.0
EMIF,206.0,203.0,63.0,30.0,16.0,129.0,48.0,319.0
DOD-ADNI,42.0,37.0,2.0,0.0,3.0,18.0,0.0,11.0
JADNI,22.0,14.0,12.0,0.0,11.0,20.0,10.0,108.0
