0,1
12.228173,1.9022048
5.3859,7.2570686
10.566469,4.143033
10.180594,1.1145221
8.736879,12.60891
9.57944,-0.97971845
-2.4657266,1.1408563
11.713613,2.2828805
1.2559632,5.5738854
9.598355,-0.80200154
11.751937,1.7493904
5.2562003,12.010301
12.364257,4.9130063
9.533076,-0.9679915
3.1605308,9.885065
0.025170282,9.280064
12.487012,4.9481034
11.872025,1.6781073
9.654582,-0.60379845
3.7073503,10.464832
-3.813371,2.0455606
5.787095,7.5627294
3.1738436,10.092189
7.046636,12.118802
-2.7356975,1.242089
8.656745,12.004783
-3.8261738,3.6053514
7.927009,12.819882
8.1513815,12.878646
8.134025,11.0906315
-3.224728,3.1214268
-2.003717,0.8056352
-1.7633857,1.3365794
6.640476,6.2898397
-2.3213525,3.0976393
-0.028055036,9.198727
-1.4245565,8.875928
-1.0171508,8.574685
1.5061667,6.827761
13.085791,2.3584583
12.456515,3.0002756
-3.4596975,1.6333939
5.456538,12.076158
-1.2677467,8.909159
9.4406185,11.726043
5.433136,7.130272
-1.4429849,2.4741583
9.932625,0.30246165
9.237986,11.853289
2.171331,5.386595
3.9240763,7.139857
-1.0067335,3.5245724
-2.1557176,0.9048123
-1.0327861,2.7883112
4.269502,7.295636
-0.5284316,6.97919
8.056286,11.004806
-0.44665945,7.2189736
3.5292025,10.390888
8.240501,11.262181
7.442479,12.190513
-3.3466887,2.9882755
12.98178,10.739202
1.2279636,6.2506127
-3.7952762,2.6350172
-1.9754668,1.4770657
-3.1802363,4.469796
6.6825647,12.297313
3.9962614,10.587048
-2.1730134,1.3705833
3.7880323,10.501067
2.9095662,10.585675
-0.4057116,8.740201
1.6365591,10.482088
2.6897857,6.690514
12.875266,2.271297
1.6241665,10.466004
7.8680983,12.629484
12.424953,4.9702682
-0.24835709,8.226471
-3.5637572,1.7117008
-1.0450011,2.7828872
8.793913,12.488544
-3.9036496,2.3962777
7.684061,5.9330606
-3.8001382,1.9814241
8.149621,5.499365
2.4368937,6.4306326
9.938304,2.938489
-3.6747687,3.7799635
10.122484,0.721262
2.1626382,5.3919
11.051208,4.3941445
2.0083632,10.971873
-3.9068668,2.3228557
2.0631928,5.8840065
5.3349104,7.20331
10.958494,4.3051667
5.904579,7.5193233
-0.40210998,8.477542
0.107198335,9.356536
-3.2202103,3.498084
5.292288,11.154839
7.487079,12.123426
1.584703,10.43952
10.069049,0.598838
5.5338387,12.123629
9.929588,2.913733
9.326283,11.602855
13.0138645,10.750011
13.0853405,10.691631
-1.0790812,8.671292
5.533907,12.155272
5.868166,7.554262
-4.0436983,2.9778981
4.019646,7.2740855
2.1129653,5.3479095
7.8134623,5.808915
10.438974,1.9739709
5.323669,7.1819253
8.935055,12.664077
9.272315,12.569403
-2.174818,1.3724253
-2.1186292,3.0531464
-0.99556977,3.4927697
8.449118,11.999417
1.8452028,10.380018
12.304743,2.1682382
1.8761636,5.542706
12.431841,4.88325
10.810724,4.6056714
12.588568,10.902452
11.497934,2.1547685
-0.28082964,8.745102
7.1625957,12.124602
7.8930373,5.7130647
11.413639,2.4266002
-3.3131638,4.301632
12.24395,10.471669
-2.2172008,3.2230883
6.861687,6.2143574
12.98026,10.714491
7.6951594,5.9304943
6.4834857,12.204758
-0.99088037,3.4737616
1.8792641,10.878986
9.607072,-0.78886425
3.594055,6.9302835
11.456982,3.7489047
-1.0632224,3.414769
1.4762367,6.7665644
-1.5113152,1.9461327
5.5495586,7.60902
-1.2082452,2.8379204
-0.74080133,3.0551696
9.639282,-0.6090973
7.532563,5.987077
7.559279,11.559232
10.301398,1.65501
2.4763544,6.5843706
5.0810237,11.028167
1.7390608,5.9304833
-2.3247197,3.2294066
-1.0851724,8.887957
2.4270477,10.832778
5.2422023,11.10428
5.2666826,11.083062
-0.056259573,7.775581
1.1357936,6.117269
6.3937006,6.367173
-0.41552535,7.060894
10.078982,0.63581955
-1.9946309,0.8121436
3.9098814,10.5603485
1.226059,6.3507104
13.11688,2.3638287
12.416248,4.945575
5.603842,12.13365
3.6358056,10.433413
7.9999967,5.6374316
-0.89386654,2.9409692
2.9503925,10.537123
-0.37157598,8.115383
2.6588368,10.739312
1.7068155,6.2164493
-1.2402208,8.755809
8.249486,11.2488575
2.9715753,6.823022
-1.3818297,8.84574
8.208999,5.404216
10.044365,0.52616394
9.874082,0.09549343
9.682502,-0.48607564
9.855358,0.09756985
9.671559,-0.5269159
9.803785,-0.0952907
10.180429,1.0661855
1.1509602,6.191293
-2.9636917,4.579234
5.7745943,7.6034865
4.022027,7.1607556
5.575412,6.9919515
-3.570333,3.847743
13.005097,2.3051171
5.2950387,12.064665
10.017003,2.6894596
10.043729,2.499886
10.132739,2.2410634
10.304611,1.4799417
3.1274848,10.313174
-0.21390258,7.5609736
9.576401,-1.0134254
1.0768176,6.369104
-1.5200146,1.9073086
3.2276118,6.864985
12.601873,10.460273
5.628391,12.116117
1.3657161,5.40191
9.385628,12.780358
12.366454,2.2389183
-3.579056,3.6637545
1.458079,5.566723
9.407457,11.778466
7.212413,6.1010203
7.56841,5.98278
-1.7031538,2.767617
2.0083869,10.9449415
7.6331673,11.264781
12.476149,2.9118755
9.919936,3.0395858
12.552819,2.3214173
8.815468,12.59605
2.2483432,10.959122
1.6791993,10.613194
-0.27364868,8.232343
10.787893,4.6384053
11.20573,4.090468
-3.0777438,1.3537174
-1.7208369,1.549067
2.700139,10.461572
12.545144,2.6831934
