,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,762.0,22.08,264.8
EPAD,734.5,23.61,333.7
NACC_ELISA,478.0,55.0,607.45
EMIF_ELISA,497.42,72.0,484.5
NACC_XMAP,226.35,41.18,56.69
EMIF_XMAP,352.2,38.24,108.33
JADNI,333.91,43.39,85.26
