,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,917.4,22.0,264.8
EPAD,731.5,25.27,271.6
NACC_ELISA,483.0,59.0,607.45
EMIF_ELISA,530.0,59.0,355.43
NACC_XMAP,226.35,40.71,78.82
EMIF_XMAP,352.2,28.27,100.12
JADNI,335.37,54.26,86.18
