,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,820.1,24.25,264.7
EPAD,731.5,20.76,333.7
NACC_ELISA,374.0,56.0,438.36
EMIF_ELISA,560.0,62.63,270.0
NACC_XMAP,210.83,36.91,54.3
EMIF_XMAP,336.31,30.81,100.12
JADNI,406.98,54.26,86.18
