,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,751.5,24.9,264.8
EPAD,731.5,20.9,213.8
NACC_ELISA,478.0,70.0,468.0
EMIF_ELISA,721.5,72.0,420.0
NACC_XMAP,215.36,41.18,55.54
EMIF_XMAP,352.2,36.1,83.61
JADNI,333.91,41.42,84.95
