,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,857.0,23.73,237.9
EPAD,665.6,20.76,213.7
NACC_ELISA,583.0,59.0,468.0
EMIF_ELISA,606.12,73.65,355.43
NACC_XMAP,219.94,41.05,56.69
EMIF_XMAP,376.68,30.81,100.12
JADNI,333.91,43.39,85.26
