,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,888.1,22.0,264.8
EPAD,606.4,39.72,420.7
NACC_ELISA,446.0,64.0,519.96
EMIF_ELISA,590.0,55.0,350.0
NACC_XMAP,233.0,41.18,66.76
EMIF_XMAP,336.31,27.26,100.12
JADNI,333.91,49.2,86.18
