,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,798.6,25.42,281.3
EPAD,734.5,20.9,333.7
NACC_ELISA,478.0,59.0,531.77
EMIF_ELISA,697.0,72.0,340.0
NACC_XMAP,226.5,41.18,56.69
EMIF_XMAP,352.2,38.24,108.33
JADNI,335.37,49.2,81.75
