,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,22.0,264.8
EPAD,663.7,23.61,231.5
NACC_ELISA,446.0,66.0,468.0
EMIF_ELISA,527.5,72.0,322.5
NACC_XMAP,218.58,38.17,66.76
EMIF_XMAP,352.2,30.81,95.57
JADNI,333.91,44.86,72.26
