,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,24.23,220.9
EPAD,663.7,20.76,331.5
NACC_ELISA,446.0,64.0,432.0
EMIF_ELISA,500.5,56.0,310.0
NACC_XMAP,218.58,36.58,76.52
EMIF_XMAP,374.58,27.26,83.61
JADNI,370.35,44.86,86.18
