,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,21.89,264.8
EPAD,731.5,23.61,231.9
NACC_ELISA,374.0,64.0,446.0
EMIF_ELISA,598.64,60.6,355.43
NACC_XMAP,218.58,41.18,56.69
EMIF_XMAP,374.58,26.24,95.57
JADNI,333.91,54.26,82.09
