,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,24.38,254.2
EPAD,525.1,20.9,213.7
NACC_ELISA,560.0,64.0,446.0
EMIF_ELISA,497.42,51.8,340.0
NACC_XMAP,244.38,41.05,56.69
EMIF_XMAP,374.58,28.27,100.12
JADNI,316.87,43.39,85.26
