,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,752.9,24.78,281.3
EPAD,525.1,20.76,271.6
NACC_ELISA,446.0,59.0,607.45
EMIF_ELISA,500.0,59.0,344.42
NACC_XMAP,177.48,41.18,78.82
EMIF_XMAP,336.31,32.6,108.33
JADNI,333.91,43.39,85.26
