,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,790.5,21.89,237.9
EPAD,496.2,20.76,213.8
NACC_ELISA,560.0,64.0,439.0
EMIF_ELISA,690.0,61.5,380.0
NACC_XMAP,221.34,36.91,56.69
EMIF_XMAP,450.2,28.7,116.48
JADNI,372.0,43.39,85.26
