,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,728.6,21.41,265.6
EPAD,665.6,23.56,420.7
NACC_ELISA,446.0,56.0,390.0
EMIF_ELISA,580.0,72.0,340.0
NACC_XMAP,226.35,36.91,56.69
EMIF_XMAP,336.31,34.97,108.33
JADNI,345.03,46.32,86.18
