,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,821.4,24.25,281.3
EPAD,605.9,31.05,333.7
NACC_ELISA,446.0,64.0,468.0
EMIF_ELISA,500.5,62.63,362.0
NACC_XMAP,221.34,41.18,55.54
EMIF_XMAP,374.58,30.81,83.16
JADNI,333.91,43.06,85.26
