,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,838.6,20.11,216.2
EPAD,734.5,23.61,231.9
NACC_ELISA,474.0,64.0,468.0
EMIF_ELISA,595.0,53.37,355.43
NACC_XMAP,218.58,41.18,56.69
EMIF_XMAP,352.2,30.81,68.25
JADNI,333.91,43.06,85.26
