,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,838.6,22.37,254.9
EPAD,495.2,20.76,213.8
NACC_ELISA,474.0,64.0,468.0
EMIF_ELISA,533.5,72.0,380.0
NACC_XMAP,215.36,36.72,78.82
EMIF_XMAP,376.68,28.7,108.33
JADNI,345.03,43.39,86.18
