,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,798.6,22.37,278.7
EPAD,741.1,20.76,213.8
NACC_ELISA,446.0,59.0,607.45
EMIF_ELISA,692.0,62.5,336.0
NACC_XMAP,226.35,41.0,58.6
EMIF_XMAP,352.2,28.7,89.02
JADNI,333.91,43.39,85.26
