,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,26.15,265.6
EPAD,663.7,23.61,231.9
NACC_ELISA,474.0,64.0,481.0
EMIF_ELISA,607.0,73.65,340.0
NACC_XMAP,233.29,36.91,54.07
EMIF_XMAP,352.2,38.24,99.99
JADNI,333.91,43.39,84.95
