,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,915.3,22.08,254.9
EPAD,734.5,20.76,213.8
NACC_ELISA,446.0,51.1,354.0
EMIF_ELISA,595.0,72.0,355.43
NACC_XMAP,226.35,36.91,56.69
EMIF_XMAP,352.2,32.6,95.57
JADNI,333.91,54.26,86.18
