,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,772.0,24.9,264.8
EPAD,663.7,20.76,213.8
NACC_ELISA,421.0,64.0,607.45
EMIF_ELISA,598.64,59.0,294.5
NACC_XMAP,226.35,41.05,56.69
EMIF_XMAP,374.58,30.81,100.12
JADNI,389.98,44.86,86.18
