,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,803.1,22.08,264.8
EPAD,731.5,23.61,231.9
NACC_ELISA,374.0,59.0,438.36
EMIF_ELISA,548.5,52.0,355.43
NACC_XMAP,226.35,41.05,56.69
EMIF_XMAP,376.68,41.15,88.05
JADNI,333.91,44.86,82.09
