,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,21.41,220.9
EPAD,663.7,20.76,213.7
NACC_ELISA,478.0,64.0,591.68
EMIF_ELISA,727.0,62.63,310.0
NACC_XMAP,219.94,40.71,56.69
EMIF_XMAP,336.31,28.7,83.16
JADNI,333.91,44.86,86.18
