,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,772.0,27.13,281.3
EPAD,734.5,39.72,420.7
NACC_ELISA,483.0,64.0,446.0
EMIF_ELISA,462.5,49.0,340.0
NACC_XMAP,221.34,41.18,54.3
EMIF_XMAP,352.2,30.81,99.99
JADNI,333.91,43.39,85.26
