,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,24.25,264.8
EPAD,665.9,23.61,231.9
NACC_ELISA,474.0,51.1,365.0
EMIF_ELISA,524.45,72.0,350.0
NACC_XMAP,261.43,38.07,55.54
EMIF_XMAP,352.2,28.7,95.57
JADNI,389.98,44.86,86.18
