,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,820.1,24.38,265.6
EPAD,525.9,23.56,231.9
NACC_ELISA,478.0,64.0,591.68
EMIF_ELISA,506.5,56.0,310.0
NACC_XMAP,219.94,41.18,61.84
EMIF_XMAP,374.58,30.81,88.05
JADNI,335.37,56.04,86.18
