,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,24.25,281.3
EPAD,734.5,20.76,333.7
NACC_ELISA,394.0,66.0,481.0
EMIF_ELISA,590.0,72.0,355.43
NACC_XMAP,226.5,36.91,64.36
EMIF_XMAP,336.31,26.24,108.33
JADNI,333.91,44.86,86.18
