,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,772.0,21.89,265.6
EPAD,663.7,20.9,213.8
NACC_ELISA,478.0,62.0,438.36
EMIF_ELISA,691.44,59.0,355.43
NACC_XMAP,219.94,41.18,66.76
EMIF_XMAP,376.68,30.81,95.57
JADNI,335.37,56.04,85.26
