,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,889.9,26.77,264.8
EPAD,735.7,20.9,213.7
NACC_ELISA,446.0,66.0,468.0
EMIF_ELISA,606.12,62.63,380.0
NACC_XMAP,226.35,40.71,78.82
EMIF_XMAP,376.68,36.1,83.61
JADNI,333.91,44.86,86.18
