,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,888.1,21.87,264.8
EPAD,731.5,20.9,271.5
NACC_ELISA,560.0,59.0,607.45
EMIF_ELISA,606.12,62.63,340.0
NACC_XMAP,226.35,36.91,56.55
EMIF_XMAP,374.58,27.26,100.12
JADNI,333.91,44.86,86.18
