,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,798.6,24.25,264.8
EPAD,731.5,23.61,231.9
NACC_ELISA,486.0,64.0,591.68
EMIF_ELISA,560.0,73.65,350.0
NACC_XMAP,219.94,41.18,56.55
EMIF_XMAP,376.68,30.81,100.12
JADNI,316.87,43.39,85.26
