,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,22.53,254.9
EPAD,605.9,20.9,333.7
NACC_ELISA,573.0,72.0,432.0
EMIF_ELISA,500.0,62.63,350.0
NACC_XMAP,226.35,41.18,56.69
EMIF_XMAP,374.58,30.81,99.99
JADNI,333.91,43.39,85.26
