,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,798.6,24.38,265.6
EPAD,663.7,20.69,213.8
NACC_ELISA,474.0,64.0,672.0
EMIF_ELISA,595.0,72.0,362.0
NACC_XMAP,210.83,41.18,66.76
EMIF_XMAP,352.2,30.81,99.99
JADNI,333.91,43.39,85.26
