,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,894.4,24.78,265.6
EPAD,663.7,20.69,213.8
NACC_ELISA,394.0,59.0,438.36
EMIF_ELISA,606.12,72.0,294.5
NACC_XMAP,219.94,40.71,56.55
EMIF_XMAP,352.2,30.81,100.12
JADNI,372.0,43.39,85.26
