,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,772.0,24.9,264.7
EPAD,734.5,23.46,231.9
NACC_ELISA,395.0,56.0,438.36
EMIF_ELISA,497.42,52.2,340.0
NACC_XMAP,226.35,48.2,61.48
EMIF_XMAP,352.2,28.7,108.33
JADNI,333.91,43.39,85.26
