,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,21.56,254.9
EPAD,663.7,23.61,231.5
NACC_ELISA,421.0,77.0,559.0
EMIF_ELISA,524.45,72.0,340.0
NACC_XMAP,226.35,45.61,77.53
EMIF_XMAP,374.58,38.24,100.12
JADNI,333.91,44.86,86.18
