,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,24.38,231.7
EPAD,731.5,20.9,213.8
NACC_ELISA,474.0,59.0,439.0
EMIF_ELISA,560.0,48.71,380.0
NACC_XMAP,226.35,36.91,56.55
EMIF_XMAP,388.26,28.7,89.02
JADNI,333.91,43.39,85.26
