,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,24.25,279.3
EPAD,605.9,39.72,420.7
NACC_ELISA,374.0,64.0,607.45
EMIF_ELISA,691.44,52.95,309.5
NACC_XMAP,242.01,37.95,58.6
EMIF_XMAP,352.2,30.81,95.57
JADNI,345.03,54.26,86.18
