,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,24.23,279.3
EPAD,663.7,23.61,231.8
NACC_ELISA,374.0,54.0,607.45
EMIF_ELISA,500.0,60.6,344.42
NACC_XMAP,218.58,41.05,56.69
EMIF_XMAP,374.58,36.1,100.12
JADNI,333.91,43.06,84.95
