,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.5,24.78,254.2
EPAD,665.6,20.76,213.7
NACC_ELISA,483.0,59.0,607.45
EMIF_ELISA,607.0,62.5,336.0
NACC_XMAP,233.0,48.2,56.69
EMIF_XMAP,336.31,32.6,100.12
JADNI,335.37,44.86,85.26
